"osm_id";"ref_insee"
-38247;"68166"
-3272619;"08382"
-107414;"72302"
-78301;"44002"
-74419;"47097"
-3202733;"52313"
-1465587;"06087"
-114106;"73320"
-75943;"40204"
-2196524;"07144"
-2166203;"89007"
-1249424;"49054"
-154384;"31071"
-155501;"17361"
-1904367;"18031"
-904668;"52141"
-2940099;"19189"
-1003940;"53087"
-538360;"50200"
-387290;"22138"
-660475;"42140"
-75630;"76476"
-3347158;"71184"
-1376190;"40324"
-2361275;"65042"
-1920891;"247000649"
-149431;"21655"
-1330740;"77197"
-2710091;"200000933"
-56837;"59144"
-2136076;"04020"
-2954241;"02505"
-1076960;"60555"
-3029470;"43176"
-2839667;"62339"
-1978988;"11136"
-438934;"60125"
-147895;"39511"
-2956925;"54392"
-1443697;"41174"
-1137570;"53207"
-33501;"91587"
-1804109;"89270"
-2148153;"83093"
-2768866;"11377"
-150072;"79152"
-1991820;"41041"
-1283570;"29068"
-130941;"14013"
-150313;"79197"
-75639;"73042"
-2166026;"2A282"
-532414;"60638"
-255550;"28298"
-115246;"95427"
-2957827;"54145"
-2836454;"03203"
-2259400;"62266"
-1977480;"11034"
-1388998;"12029"
-550122;"27554"
-166877;"85135"
-111318;"16151"
-1665806;"244900973"
-110598;"33053"
-11359;"245000237"
-1176746;"62508"
-2012326;"11106"
-1083116;"60679"
-131192;"21675"
-74265;"13104"
-2862911;"62296"
-1384653;"26105"
-1889425;"2B213"
-191575;"38495"
-1231626;"51365"
-59063;"59527"
-2982931;"55182"
-2930481;"19065"
-129369;"73244"
-123376;"35323"
-2199981;"43205"
-3276962;"08356"
-162337;"93062"
-1921259;"247000797"
-915396;"55011"
-3295407;"27259"
-1553299;"54045"
-133994;"86038"
-1159306;"62331"
-422162;"16013"
-56366;"59222"
-107524;"72144"
-2820893;"64507"
-1103156;"61146"
-107517;"72160"
-1060327;"48037"
-146303;"24420"
-417362;"51649"
-2084805;"80543"
-532313;"60510"
-1922927;"242200848"
-3000475;"10065"
-129839;"32091"
-161410;"31501"
-3161209;"27676"
-141075;"12103"
-149393;"84092"
-116660;"87159"
-1420215;"60298"
-1119452;"71128"
-3333700;"71296"
-131429;"21606"
-1947524;"54422"
-154550;"17176"
-142148;"01422"
-157723;"45206"
-2955190;"02462"
-946600;"89483"
-2677977;"51422"
-386567;"43024"
-2420755;"65437"
-152123;"21535"
-148714;"39400"
-116828;"40077"
-164270;"34115"
-69349;"67043"
-1235970;"62226"
-271162;"67091"
-116875;"21701"
-107878;"72046"
-1170019;"71520"
-167269;"85156"
-7397;"71"
-1859178;"28137"
-168953;"38160"
-1477618;"31536"
-3210848;"47042"
-149464;"01176"
-2399783;"57067"
-180196;"03280"
-158025;"14626"
-2096337;"11422"
-971023;"50408"
-535798;"244400552"
-114335;"80225"
-2735174;"51421"
-1764976;"47309"
-125900;"63372"
-661007;"42036"
-2574096;"07327"
-2714640;"27021"
-941578;"88388"
-274421;"41008"
-123620;"46174"
-1922653;"242200715"
-409851;"48129"
-172599;"14324"
-92018;"67177"
-2984268;"55335"
-1271150;"64520"
-123777;"63238"
-1662746;"243200524"
-145129;"88297"
-132556;"21036"
-941069;"88011"
-75364;"67156"
-403501;"80228"
-287519;"62775"
-373989;"05176"
-2723593;"55496"
-536464;"27261"
-55280;"59374"
-287688;"48085"
-55667;"59102"
-1016597;"64535"
-152897;"17422"
-152393;"79261"
-135566;"14202"
-1693195;"842"
-168178;"38298"
-2979422;"55145"
-127693;"16365"
-214452;"60501"
-1245625;"37222"
-2804460;"80742"
-296244;"49193"
-149049;"01157"
-2080187;"71081"
-142156;"01295"
-117201;"90072"
-1663579;"247900673"
-287408;"48170"
-127701;"16256"
-1342039;"57306"
-276543;"34266"
-279228;"14483"
-149214;"79115"
-78571;"83153"
-111123;"45338"
-2098177;"57449"
-120700;"57392"
-148863;"21237"
-178390;"62497"
-367802;"22172"
-141964;"31438"
-74709;"78444"
-36238;"31184"
-152912;"17138"
-109790;"74018"
-1111798;"61290"
-107393;"72223"
-1019734;"50272"
-140804;"39478"
-2897517;"66090"
-2167835;"28308"
-1996187;"242200053"
-1879615;"53190"
-135663;"81235"
-1726749;"248600157"
-913748;"68316"
-414476;"77303"
-107451;"72228"
-2973907;"55381"
-156179;"31361"
-2188545;"7510621"
-2131957;"57654"
-2000517;"11228"
-383372;"30299"
-115235;"42143"
-113646;"76287"
-164197;"34105"
-3073105;"52275"
-403064;"77249"
-180209;"03261"
-3219739;"71325"
-2814562;"66154"
-2729491;"241100585"
-150978;"35333"
-2566743;"2A035"
-2000121;"89148"
-379624;"30145"
-145610;"21341"
-1022275;"25553"
-142544;"01051"
-3183349;"52432"
-1686656;"343"
-1164552;"70041"
-2734055;"245100953"
-1788652;"41277"
-1079084;"60515"
-2676363;"51140"
-1346287;"38125"
-1086615;"17205"
-1066473;"50149"
-113395;"76518"
-1963673;"62840"
-445966;"70439"
-146137;"21252"
-1268141;"16069"
-102523;"38152"
-72665;"26374"
-224319;"28067"
-86797;"77476"
-2435151;"64170"
-2615666;"11335"
-124411;"46258"
-3159894;"27453"
-2556557;"24563"
-135519;"07067"
-127147;"32370"
-180024;"62755"
-2420519;"65315"
-2105373;"87164"
-1771001;"51501"
-140514;"01078"
-75274;"74167"
-2737486;"51350"
-2191005;"7511664"
-2101809;"243800984"
-3000815;"10069"
-226965;"38545"
-908944;"42339"
-337938;"79117"
-2317351;"64257"
-1246135;"58119"
-409120;"50423"
-396526;"16262"
-1284875;"80016"
-393261;"68158"
-109245;"72052"
-1244894;"53220"
-142197;"38557"
-135558;"14563"
-2032837;"57189"
-660469;"42146"
-279178;"14596"
-163578;"14171"
-2088372;"245900782"
-150569;"21702"
-296010;"70171"
-147247;"79094"
-126521;"17310"
-167631;"49129"
-2149554;"243801024"
-557831;"27117"
-76500;"12292"
-3019382;"76201"
-2109124;"09302"
-153142;"21398"
-140493;"39318"
-2030079;"246701239"
-1070564;"48082"
-1664199;"243700432"
-1745232;"80417"
-120448;"23213"
-2069246;"11231"
-106953;"74308"
-1381378;"31554"
-116643;"87152"
-139665;"35171"
-1379857;"40164"
-131344;"14217"
-3070822;"52155"
-115795;"87070"
-158505;"60591"
-2955576;"02712"
-1770668;"36101"
-1216380;"62793"
-543179;"27256"
-107528;"72086"
-280441;"14667"
-125323;"63433"
-139283;"59094"
-125003;"03047"
-70993;"84133"
-969362;"02827"
-415073;"10210"
-2627491;"51104"
-422686;"02766"
-139186;"69297"
-104767;"94073"
-3255205;"24241"
-1470503;"81129"
-2155910;"240400283"
-2820144;"55291"
-280404;"14662"
-3062241;"43189"
-2574742;"61410"
-1422913;"31080"
-3278807;"08026"
-1112950;"17353"
-2086510;"245901178"
-949204;"89080"
-2979376;"55437"
-1859575;"52123"
-939947;"88179"
-414466;"28185"
-3072152;"64077"
-2950484;"02093"
-949213;"89336"
-154444;"21542"
-279474;"05146"
-69050;"68266"
-1687517;"183"
-1245581;"49272"
-3219820;"61131"
-1393353;"10414"
-1993528;"53088"
-974227;"50638"
-917953;"70309"
-1664272;"33089"
-1771041;"71018"
-1956728;"24068"
-2147147;"64339"
-2989908;"55579"
-2149802;"243801149"
-3287565;"08042"
-535640;"25305"
-1415747;"89475"
-1025230;"30160"
-1223678;"25327"
-1216460;"62811"
-272024;"07068"
-3089041;"52542"
-2729519;"241100601"
-1664416;"246600456"
-1536462;"27277"
-127119;"63255"
-55201;"59572"
-1410881;"11295"
-2770659;"64435"
-135900;"82188"
-2429756;"57331"
-172598;"14322"
-402261;"77369"
-153755;"31477"
-1067761;"50150"
-1016569;"64057"
-280372;"14647"
-121613;"73095"
-2167572;"200027100"
-149430;"21202"
-2099660;"245000674"
-1540534;"57678"
-157280;"58053"
-133861;"14352"
-3009264;"76112"
-919347;"70447"
-135642;"81171"
-3277806;"08249"
-1390476;"31337"
-550362;"27582"
-227237;"38187"
-2088362;"245900824"
-1079061;"60377"
-2742316;"51129"
-1176759;"62517"
-119739;"43045"
-169012;"14213"
-905282;"49325"
-162221;"60253"
-126996;"32339"
-157772;"62241"
-144875;"21477"
-1128781;"67536"
-139791;"21073"
-28960;"34088"
-1354664;"38056"
-1364347;"77453"
-138387;"82076"
-400274;"63234"
-3064218;"43132"
-2574466;"07127"
-1747531;"58239"
-157551;"88449"
-124286;"56188"
-92325;"67165"
-114515;"56148"
-1377529;"77229"
-2978578;"55232"
-1579428;"81064"
-124144;"56076"
-374710;"16304"
-116619;"87144"
-141177;"21563"
-935203;"88232"
-228409;"82094"
-130765;"25414"
-2748441;"08310"
-1107723;"50429"
-138852;"25061"
-76238;"34033"
-1666957;"247200447"
-2438596;"11392"
-1372268;"07059"
-166280;"65216"
-153935;"08498"
-188203;"62595"
-151684;"21433"
-161730;"58227"
-3336466;"89015"
-917513;"70519"
-317640;"85282"
-1457060;"31021"
-536175;"27365"
-453814;"60089"
-124917;"32319"
-74544;"73275"
-1823888;"09165"
-2692785;"10263"
-140378;"86167"
-140195;"39532"
-397129;"16410"
-2032401;"57580"
-74136;"02600"
-531495;"27014"
-145587;"01090"
-144987;"82147"
-1415878;"60141"
-972977;"07033"
-158877;"31541"
-131596;"21010"
-135633;"81218"
-116573;"03004"
-1352549;"61055"
-215390;"77255"
-2694545;"83128"
-161557;"70163"
-112499;"44036"
-108079;"84047"
-106481;"38527"
-279269;"14503"
-912431;"35245"
-2573177;"07162"
-1732323;"16057"
-3347851;"80304"
-1808064;"65296"
-1216389;"62784"
-280947;"16364"
-21627;"66006"
-544062;"38046"
-125108;"32028"
-1413409;"62234"
-189416;"56186"
-160837;"60026"
-88586;"88503"
-2994120;"55298"
-1459350;"31390"
-132134;"86150"
-1930081;"53129"
-403039;"77058"
-2003898;"07167"
-1248793;"49116"
-154819;"79321"
-1156765;"67319"
-112498;"44185"
-361617;"63056"
-115777;"87051"
-318178;"85288"
-153600;"31033"
-3327621;"27680"
-1245745;"58076"
-147952;"39132"
-146042;"35316"
-2506268;"61211"
-56312;"59642"
-3006212;"76267"
-532356;"60375"
-375096;"33520"
-113050;"54079"
-1404228;"31442"
-134260;"82028"
-398248;"16346"
-114117;"90052"
-904703;"49365"
-138879;"14430"
-1539742;"57249"
-1197647;"62649"
-90334;"57561"
-1859508;"70155"
-1664252;"10319"
-1459394;"31158"
-147936;"39104"
-3235875;"2B318"
-1746774;"41069"
-255447;"34157"
-129348;"07086"
-2608642;"1411808"
-1647567;"24189"
-2658710;"51631"
-118579;"43221"
-2145053;"04090"
-1122566;"62032"
-162395;"65119"
-89061;"67334"
-1085477;"18053"
-941600;"88001"
-2996501;"10044"
-1772919;"57626"
-276505;"34249"
-3256260;"242"
-1124485;"53181"
-110858;"25621"
-79403;"68364"
-533517;"54521"
-2754588;"2B210"
-154141;"17263"
-1274618;"70112"
-122547;"42224"
-2433239;"64423"
-170559;"64229"
-2259331;"62101"
-398240;"16215"
-2078788;"36183"
-3244410;"24497"
-2994311;"55519"
-133290;"32394"
-122306;"73220"
-3284253;"08215"
-152997;"02359"
-2151937;"240500314"
-386518;"79122"
-150407;"02070"
-74246;"2B199"
-280167;"97402"
-125406;"32140"
-1924374;"248600454"
-1180856;"62562"
-154379;"85020"
-2273921;"62372"
-1405498;"31353"
-1386979;"57335"
-116829;"40284"
-3258614;"08272"
-142780;"12223"
-185524;"62038"
-970873;"83152"
-2753774;"51395"
-452648;"50298"
-381050;"22306"
-55914;"59244"
-937914;"88183"
-83870;"12238"
-916330;"55582"
-655969;"50493"
-107911;"35028"
-163287;"34012"
-87136;"77053"
-74554;"33352"
-2182756;"246400030"
-1952171;"57496"
-1926362;"28295"
-107666;"72288"
-1455520;"10222"
-1270750;"80362"
-2822828;"64103"
-107558;"72312"
-1625798;"24536"
-1549986;"81228"
-1314099;"25209"
-2274081;"65382"
-150085;"79159"
-1392189;"58067"
-2176035;"64263"
-402221;"77379"
-161369;"31511"
-2069669;"28044"
-1226787;"29249"
-161192;"58168"
-2819159;"246100770"
-1346767;"38489"
-182415;"44184"
-252626;"69112"
-170059;"85257"
-149700;"79001"
-153149;"21556"
-1206838;"76142"
-1004433;"50132"
-380726;"70222"
-179416;"44118"
-280630;"14753"
-2678426;"49092"
-904990;"49041"
-1102962;"37024"
-125576;"32016"
-1982185;"249500489"
-399438;"22256"
-160852;"33541"
-7393;"13"
-146256;"56028"
-1004415;"50323"
-2188695;"15192"
-134098;"14402"
-133772;"82016"
-78646;"77040"
-2701066;"248800658"
-105275;"33281"
-1411829;"11431"
-145596;"21429"
-1457525;"922"
-1239462;"66019"
-1130811;"67487"
-145413;"24237"
-2106026;"243800745"
-74338;"73085"
-390738;"30105"
-1460729;"25275"
-1297108;"79346"
-1404788;"77194"
-295802;"97226"
-304598;"61391"
-124388;"03002"
-85675;"68335"
-3280441;"08049"
-1265388;"39027"
-111101;"76382"
-1223674;"25140"
-973228;"35261"
-1400058;"11071"
-3219846;"61190"
-74059;"29002"
-3324197;"61166"
-1787109;"15179"
-74314;"02554"
-1635683;"953"
-180045;"62281"
-189902;"47145"
-71170;"44024"
-1014724;"50112"
-70075;"34037"
-1569305;"39312"
-1662736;"241800515"
-108394;"84132"
-73918;"13018"
-1922872;"242200566"
-1304307;"77440"
-181258;"84082"
-161144;"31482"
-124655;"17281"
-1920091;"200010700"
-274267;"97115"
-2166030;"2B078"
-153151;"21256"
-141525;"25255"
-1125838;"69183"
-123656;"40320"
-2944289;"89373"
-1375945;"25385"
-556939;"70060"
-158861;"14144"
-1452081;"31176"
-184015;"84008"
-89096;"67259"
-1448931;"12237"
-74054;"83120"
-1379934;"40267"
-1267394;"57295"
-123312;"57676"
-3219343;"24483"
-1894221;"55049"
-114829;"57098"
-1739955;"16361"
-1067587;"50138"
-1357870;"248500191"
-944048;"42118"
-812631;"61385"
-408316;"77320"
-1898407;"60662"
-1268142;"16326"
-552251;"27549"
-151088;"02149"
-3324254;"27028"
-3081566;"52352"
-2819602;"200035103"
-53462;"59526"
-3345605;"89161"
-3061054;"43108"
-167726;"64207"
-166628;"85097"
-154485;"17343"
-1206596;"62739"
-187031;"84135"
-121743;"17228"
-146449;"21309"
-144783;"21690"
-271148;"34306"
-145286;"24194"
-1590039;"81019"
-2721274;"51627"
-913368;"68196"
-2631526;"71021"
-1179579;"62542"
-164239;"85307"
-52398;"54304"
-2952591;"02546"
-76350;"24138"
-2144588;"04236"
-2962363;"54368"
-1265384;"39544"
-138520;"17441"
-157096;"58031"
-2992512;"55530"
-22588;"66003"
-76111;"40130"
-1379151;"57139"
-118787;"23059"
-2458420;"71411"
-74028;"02398"
-3347918;"80536"
-1490889;"81287"
-71033;"67482"
-2816503;"66139"
-1874929;"73274"
-140757;"01289"
-2062365;"09250"
-152136;"21469"
-166652;"85117"
-107847;"16061"
-134177;"21132"
-1998730;"36082"
-1231404;"60245"
-1346246;"80377"
-1668476;"012"
-1108014;"50465"
-361029;"63348"
-117466;"88269"
-916326;"55502"
-174776;"29201"
-1270912;"80586"
-400214;"22041"
-160907;"31192"
-2141205;"36146"
-1176302;"91017"
-1084363;"60148"
-403076;"77350"
-1172573;"71437"
-400542;"22245"
-359385;"63039"
-172575;"14308"
-3093684;"52094"
-1067764;"50478"
-1107718;"50564"
-2699541;"47141"
-102268;"76157"
-136402;"21152"
-1493130;"15238"
-1003914;"53056"
-71592;"26310"
-133339;"32441"
-2554253;"65090"
-1637027;"60547"
-302146;"70462"
-74091;"21054"
-73196;"2A276"
-3283199;"08496"
-2055162;"11162"
-1390169;"77212"
-2720416;"242700292"
-3291934;"61382"
-2269008;"65402"
-1450741;"31177"
-152516;"39251"
-58065;"59025"
-1974655;"181"
-1269449;"31073"
-1824709;"80312"
-943941;"78381"
-38262;"68300"
-155018;"31259"
-140029;"01046"
-69046;"68343"
-139191;"86114"
-2050656;"11184"
-443158;"50139"
-80458;"38397"
-2518649;"65418"
-2370309;"65135"
-422541;"29206"
-306478;"70295"
-136109;"63281"
-128021;"07014"
-75191;"74096"
-74273;"13070"
-167632;"49048"
-111489;"56131"
-420498;"244400610"
-1165663;"67222"
-2400369;"54019"
-149194;"14113"
-2586821;"51073"
-1762424;"04216"
-152699;"17159"
-154292;"21367"
-285141;"91041"
-280213;"14582"
-362699;"06145"
-105802;"74013"
-1874873;"64135"
-3019600;"76358"
-115055;"57183"
-1540717;"39491"
-418103;"51526"
-145029;"82173"
-140206;"39346"
-105270;"33063"
-28998;"34014"
-951214;"91093"
-78894;"26232"
-1322234;"04035"
-78585;"73027"
-2153914;"200000800"
-140199;"39226"
-1857491;"28194"
-546934;"39248"
-288092;"89097"
-276553;"34330"
-74433;"47102"
-973320;"50557"
-184559;"29177"
-2442883;"57720"
-279688;"41003"
-163395;"34030"
-79268;"34038"
-116576;"73133"
-399904;"22244"
-420679;"02821"
-166096;"85095"
-83124;"38435"
-455082;"60210"
-107706;"72274"
-74033;"2B182"
-1276843;"89418"
-166370;"65444"
-116767;"17168"
-73925;"2B156"
-444897;"02741"
-935194;"88107"
-117857;"17340"
-66437;"26159"
-2859927;"33532"
-134320;"82048"
-2944674;"19111"
-301822;"22356"
-144946;"86279"
-1135474;"62081"
-153183;"31583"
-1230203;"60569"
-141957;"21282"
-111922;"48076"
-453040;"25558"
-2913877;"66043"
-940030;"88114"
-337908;"79060"
-904370;"50262"
-133906;"31530"
-1773885;"03141"
-417952;"51314"
-111768;"25116"
-2707368;"51655"
-2665925;"62788"
-2581492;"61452"
-3337260;"71335"
-3007562;"76615"
-93271;"33367"
-1539741;"57218"
-120196;"57263"
-183989;"14741"
-88522;"88082"
-86544;"44008"
-906081;"49339"
-128235;"32065"
-122695;"63035"
-109244;"72183"
-2950682;"24090"
-113108;"54335"
-1267794;"16307"
-153976;"21292"
-119322;"07331"
-2697499;"51326"
-114370;"80131"
-3285969;"08300"
-418227;"51261"
-974820;"53085"
-939898;"88434"
-3345654;"89207"
-555113;"53014"
-1347603;"38118"
-454723;"60395"
-279689;"41138"
-124480;"46134"
-167107;"37105"
-1374214;"18232"
-116738;"12014"
-2015697;"2A094"
-536476;"27302"
-140822;"35220"
-74287;"73008"
-153713;"02791"
-123619;"46255"
-2108283;"07129"
-179626;"06022"
-278235;"37005"
-153826;"08072"
-1363103;"12041"
-390300;"12082"
-2370533;"65445"
-285726;"41262"
-158851;"14143"
-137741;"25186"
-166860;"85127"
-135850;"86086"
-416921;"02665"
-75855;"40187"
-3224244;"24095"
-2148023;"83106"
-145170;"24083"
-136392;"76212"
-1216207;"91593"
-107918;"35041"
-2893593;"61047"
-325001;"49222"
-1861987;"16421"
-1226875;"29131"
-173372;"38215"
-1392123;"57639"
-1244849;"53032"
-104111;"25179"
-123477;"46331"
-2814813;"03134"
-1922120;"76060"
-167794;"38032"
-135593;"14059"
-87854;"26115"
-279379;"41149"
-532482;"35319"
-153363;"21496"
-2149485;"240100354"
-142182;"38085"
-2956957;"54450"
-1014449;"50565"
-2615004;"51527"
-131361;"73093"
-3071012;"52160"
-168641;"64101"
-970822;"83029"
-153749;"21473"
-113036;"54436"
-63779;"26142"
-1226871;"29010"
-3329816;"27235"
-112049;"03140"
-544346;"39548"
-1734173;"70016"
-1412718;"77207"
-660340;"18010"
-169849;"38318"
-150324;"79201"
-2515282;"64177"
-1774568;"49013"
-85378;"68121"
-76108;"40138"
-2005130;"244500518"
-1427552;"54544"
-90399;"26278"
-2969300;"55163"
-107667;"72070"
-411970;"02110"
-102748;"06069"
-59971;"59152"
-2561374;"2B356"
-123483;"46138"
-102587;"74108"
-76098;"13202"
-554979;"53010"
-1189621;"63438"
-2443573;"65084"
-1169808;"71154"
-286549;"49070"
-1675508;"70213"
-134256;"82027"
-157268;"58064"
-1444749;"08084"
-123403;"46329"
-2862886;"08279"
-940118;"88517"
-1137573;"53144"
-1307324;"80296"
-129481;"73321"
-2798105;"64406"
-2139338;"11011"
-70894;"26275"
-2862615;"66070"
-1269336;"80303"
-904972;"49115"
-144893;"56068"
-2168012;"28090"
-272382;"49100"
-68006;"59431"
-1561572;"81212"
-1930191;"10386"
-1998742;"36069"
-1457598;"81086"
-1751552;"89348"
-1107423;"50084"
-117623;"88115"
-3247680;"80243"
-216293;"77463"
-3348459;"80325"
-280711;"41239"
-902347;"60663"
-159051;"65202"
-145084;"56172"
-122723;"46100"
-1797926;"52047"
-2120337;"47104"
-2018285;"09146"
-1189790;"63420"
-296206;"29280"
-1392169;"60093"
-123872;"46196"
-530302;"33049"
-1811320;"09157"
-361447;"06061"
-147125;"43172"
-3347075;"71400"
-3259396;"08269"
-84421;"67102"
-3342227;"80326"
-2759083;"11389"
-75873;"40311"
-409128;"50297"
-1466776;"06124"
-1382208;"66050"
-273611;"41154"
-125591;"63362"
-2951593;"02583"
-165504;"60234"
-1452058;"31471"
-3271809;"08064"
-900363;"60517"
-145746;"14033"
-399352;"69219"
-214451;"60642"
-1477357;"81173"
-545851;"42203"
-161213;"70205"
-56203;"59354"
-2183048;"246401590"
-3069272;"52503"
-168197;"64431"
-146642;"79033"
-106040;"74070"
-9542;"75102"
-167795;"38093"
-1913724;"08214"
-953479;"77153"
-75216;"74250"
-1151576;"62243"
-1364698;"248500258"
-1993944;"11254"
-363723;"04086"
-2549937;"24014"
-447648;"15067"
-1846709;"28288"
-2960910;"54434"
-1206567;"62703"
-2793902;"71080"
-1111143;"61273"
-140098;"86147"
-1797651;"41217"
-415219;"10343"
-116184;"42279"
-358934;"63398"
-2728562;"51049"
-241367;"86006"
-2621430;"51086"
-1216448;"62810"
-1119371;"71488"
-937842;"70234"
-3334235;"71228"
-214833;"97225"
-366235;"05115"
-132270;"32257"
-1245534;"37066"
-150510;"45175"
-138504;"17086"
-1380258;"64112"
-157302;"31429"
-142224;"01425"
-2735292;"51070"
-2917359;"62337"
-1926724;"28362"
-339079;"17041"
-152918;"17149"
-58184;"59275"
-2952095;"02582"
-185686;"62699"
-1411147;"77110"
-3009290;"76196"
-110289;"63278"
-278988;"97124"
-1813207;"65439"
-140022;"01306"
-1730505;"53188"
-157287;"58046"
-2199958;"43004"
-168595;"64166"
-1580943;"37044"
-1995562;"09187"
-885043;"37187"
-128230;"32052"
-902259;"70479"
-58644;"59299"
-1828460;"30227"
-1659048;"491"
-1283513;"60303"
-1193182;"70089"
-74425;"47195"
-3244962;"24207"
-157252;"58077"
-135657;"81105"
-935035;"88044"
-55594;"59533"
-2884103;"62419"
-279899;"67461"
-152538;"39056"
-939614;"42243"
-935191;"88363"
-76191;"40127"
-3235010;"24510"
-388145;"68137"
-276625;"05095"
-2079875;"2B013"
-1772210;"60164"
-547854;"29103"
-279272;"38242"
-1781946;"51600"
-2002326;"71311"
-1348772;"38211"
-115842;"12162"
-55584;"59415"
-391744;"68305"
-75987;"30267"
-74475;"73101"
-1859174;"28172"
-129478;"73181"
-146318;"56196"
-2689036;"244300307"
-124479;"25214"
-1999150;"80259"
-1225358;"70423"
-955228;"78050"
-384641;"30149"
-280573;"29169"
-297387;"29151"
-122706;"73007"
-1306978;"77484"
-113549;"47150"
-131283;"14586"
-2144402;"36042"
-1562732;"06110"
-167641;"49159"
-1982364;"09001"
-154437;"21517"
-124988;"56072"
-254777;"34166"
-1265377;"39107"
-190820;"38519"
-78388;"26233"
-569723;"61234"
-163566;"14166"
-132033;"86142"
-107741;"84058"
-2819462;"248000705"
-3191046;"89273"
-2963179;"55253"
-1142933;"62131"
-338990;"17182"
-104522;"74255"
-1854751;"16258"
-115826;"12098"
-342457;"22182"
-78132;"11385"
-417985;"51262"
-113130;"54580"
-74346;"74002"
-3223378;"2B107"
-2145734;"80443"
-1610516;"10142"
-107568;"72317"
-88115;"38547"
-57810;"59592"
-2933317;"30327"
-2714130;"64391"
-2690167;"62677"
-157394;"76346"
-154217;"17326"
-145392;"24554"
-122725;"46103"
-121660;"19202"
-147921;"39388"
-379541;"70531"
-128187;"32014"
-83957;"67056"
-1778010;"02005"
-1403211;"31380"
-1245052;"80603"
-131341;"14722"
-120802;"19009"
-947033;"78384"
-2731350;"55385"
-154053;"17335"
-388865;"18180"
-159060;"65440"
-2937795;"61147"
-1188395;"62611"
-191448;"18223"
-936936;"78283"
-2696995;"62475"
-1952114;"11090"
-2307282;"25315"
-111751;"63332"
-3028842;"43035"
-180212;"03233"
-135881;"2A323"
-2135857;"58135"
-398966;"61462"
-73867;"84113"
-148935;"47225"
-2024472;"09330"
-413447;"78126"
-2153009;"242600575"
-2313822;"57237"
-76421;"13216"
-108753;"74301"
-572571;"27406"
-123207;"46148"
-1268207;"80606"
-391003;"18288"
-123742;"36088"
-2845692;"54421"
-107581;"72314"
-66820;"26179"
-1159669;"57080"
-295504;"49350"
-384853;"30084"
-1013490;"50516"
-132365;"32326"
-170666;"64107"
-84253;"38511"
-2073444;"57204"
-62163;"26225"
-1019750;"50221"
-945551;"89197"
-390142;"39232"
-543021;"27100"
-156965;"21607"
-111365;"16139"
-2631040;"71203"
-1772305;"18127"
-166754;"64038"
-142004;"76639"
-1171104;"71573"
-3237945;"2B314"
-1963117;"62597"
-269932;"88292"
-3109088;"52231"
-2142765;"36118"
-958603;"89228"
-86315;"88349"
-3218990;"27454"
-149656;"79129"
-2965844;"55262"
-1686577;"872"
-2804636;"47260"
-382590;"30344"
-361032;"63002"
-2719041;"76057"
-1747955;"60687"
-280440;"14666"
-139598;"01115"
-191564;"38454"
-2670942;"10104"
-1584116;"81259"
-146560;"79025"
-2005628;"243500634"
-1372284;"07261"
-299032;"97213"
-303348;"70283"
-940575;"88049"
-2764712;"64542"
-2202429;"02755"
-74090;"21231"
-2574150;"07179"
-550121;"27562"
-141970;"60018"
-2927596;"30080"
-252605;"69090"
-190263;"83086"
-2005865;"243500550"
-1140161;"67272"
-108279;"94019"
-277313;"29167"
-131371;"73197"
-2696378;"51078"
-141972;"60218"
-3044574;"43075"
-3346262;"71461"
-1216604;"62858"
-530714;"35305"
-418032;"37070"
-1403275;"31495"
-1663048;"246900245"
-932450;"78653"
-395196;"70111"
-278808;"29202"
-52375;"54439"
-196531;"05168"
-180033;"62446"
-3294927;"61101"
-898903;"95052"
-169037;"14229"
-131442;"21173"
-55467;"59661"
-960186;"39156"
-149654;"45080"
-184046;"84117"
-107702;"72332"
-2815322;"89462"
-1720797;"43138"
-280624;"14748"
-121750;"17225"
-80328;"44063"
-112857;"17369"
-3307967;"61216"
-3217593;"47240"
-1214142;"91602"
-116870;"21028"
-85676;"68280"
-1162527;"57111"
-420905;"29259"
-161319;"70318"
-75862;"40310"
-2702123;"47067"
-300261;"18246"
-108360;"74140"
-386278;"30009"
-132326;"32267"
-1223512;"15144"
-1916242;"71454"
-905801;"68331"
-161734;"58197"
-2701895;"2A254"
-121501;"07190"
-2858470;"08296"
-2108863;"09236"
-121983;"57492"
-380973;"22050"
-420467;"70401"
-2366497;"65111"
-90284;"57499"
-2725669;"51539"
-112025;"68322"
-1393404;"41280"
-1340513;"33309"
-2360959;"65291"
-90781;"69063"
-1610962;"70206"
-392882;"39143"
-166641;"85191"
-2774260;"47188"
-139600;"25192"
-286837;"62397"
-222519;"95563"
-34679;"94021"
-2798325;"03204"
-187042;"84111"
-1226782;"29041"
-154720;"17157"
-931360;"70275"
-333133;"91556"
-2070533;"28093"
-391208;"68221"
-2741945;"10415"
-280260;"14602"
-2678756;"200000636"
-1769063;"33492"
-108057;"84054"
-1824838;"62608"
-125350;"56208"
-115812;"12273"
-962556;"37259"
-92042;"67379"
-280195;"14579"
-1393354;"15125"
-2019717;"27605"
-82293;"26098"
-3047906;"43064"
-288112;"89358"
-145616;"01215"
-153008;"02376"
-76123;"30268"
-3288276;"08500"
-2702210;"47113"
-138425;"43058"
-106028;"25413"
-531621;"60640"
-164949;"45097"
-153904;"88190"
-146472;"21671"
-2452776;"57570"
-280141;"14564"
-154664;"17181"
-150389;"02642"
-150069;"79148"
-1027441;"36197"
